census_id,csdname,website,election_url,status,boards_found,n_emails,saved_as,error
3558016,O'Connor,http://www.oconnortownship.ca/,https://www.oconnortownship.ca/2026-municipal-elections,found,,1,3558016.html,
3538018,Oil Springs,http://www.oilsprings.ca/,,no-list-found,,0,,
3558011,Oliver Paipoonge,https://www.oliverpaipoonge.ca/,,no-list-found,,0,,
3556073,Opasatika,http://opasatika.net/,,no-list-found,,0,,
3522014,Orangeville,http://www.orangeville.ca/,http://www.orangeville.ca/en/town-hall/elections.aspx,found,B66117|B67083,0,3522014.html,
3543052,Orillia,http://www.orillia.ca/,https://www.orillia.ca/my-government/council-and-committees/elections-and-voting/,found,B66109|B67091,32,3543052.html,
3543023,Oro-Medonte,http://www.oro-medonte.ca/,http://www.oro-medonte.ca/our-government/elections/,found,,1,3543023.html,
3515005,Otonabee-South Monaghan,http://www.osmtownship.ca/,http://www.osmtownship.ca/municipal-services/elections/,found,,3,3515005.html,
3506008,Ottawa,http://ottawa.ca/en,,no-list-found,,0,,
3548013,Papineau-Cameron,http://www.papineaucameron.ca/,,no-list-found,,0,,
3549032,Parry Sound,http://www.townofparrysound.com/,,no-list-found,,0,,
3537001,Pelee,http://www.pelee.org/,http://www.pelee.org/municipality/election/,found,B66028|B67024,12,3537001.html,
3526028,Pelham,http://www.pelham.ca/,http://www.pelham.ca/pelham-government/municipal-election/,found,B66150,27,3526028.html,
3547064,Pembroke,http://www.pembrokeontario.com/,,no-list-found,,0,,
3549014,Perry,http://www.townshipofperry.ca/,http://www.townshipofperry.ca/elections,found,B28037|B29017,14,3549014.html,
3509021,Perth,http://www.perth.ca/en/index.aspx,http://www.perth.ca/news/posts/notice-of-election-information-municipal-elections-act-1996-s-40/,found,,0,3509021.html,
3531030,Perth East,https://www.pertheast.ca/en/index.aspx,,no-list-found,,0,,
3531013,Perth South,http://www.perthsouth.ca/,https://www.perthsouth.ca/township-office/elections/#,found,B66010,12,3531013.html,
3547076,Petawawa,http://www.petawawa.ca/,,no-list-found,,0,,
3538019,Petrolia,http://town.petrolia.on.ca/,https://town.petrolia.on.ca/town-hall/elections-2/,found,B66036,19,3538019.html,
3560049,Pickle Lake,https://picklelake.ca/,,no-list-found,,0,,
3557019,Plummer Additional,https://plummertownship.ca/,https://plummertownship.ca/township-office/election/,found,,0,3557019.html,
3538035,Plympton-Wyoming,http://plympton-wyoming.com/,,no-list-found,,0,,
3538031,Point Edward,http://www.villageofpointedward.com/,,no-list-found,,0,,
3526011,Port Colborne,http://www.portcolborne.ca/,http://www.portcolborne.ca/en/city-hall/municipal-elections.aspx,found,B66150|B67156,26,3526011.html,
3514020,Port Hope,http://www.porthope.ca/,http://www.porthope.ca/en/your-municipal-government/information-for-candidates.aspx,found,,1,3514020.html,
3549060,Powassan,http://www.powassan.net/,http://www.powassan.net/content/localgovernment/municipal-elections,found,,10,3549060.html,
3507008,Prescott,http://www.prescott.ca/,https://www.prescott.ca/town-hall/municipal-elections/,found,,14,3507008.html,
3557066,Prince,https://www.princetownship.ca/,https://www.princetownship.ca/municipal-election-2026.html,found,B28010,0,3557066.html,
3513020,Prince Edward County,http://www.pecounty.on.ca/,,no-list-found,,0,,
3523001,Puslinch,https://puslinch.ca/,https://puslinch.ca/list-of-candidates/,found,B66117|B67130,8,3523001.html,
3512015,Quinte West,http://www.quintewest.ca/,,no-list-found,,0,,
3559042,Rainy River,http://www.rainyriver.ca/,http://www.rainyriver.ca/en/our-community/community-news-alerts/show/list-of-certified-candidates,found,B28053,0,3559042.html,
3543019,Ramara,http://www.ramara.ca/,http://www.ramara.ca/municipal-office/elections/#candidates,found,B66109|B67091,21,3543019.html,
3560042,Red Lake,http://www.red-lake.com/,,no-list-found,,0,,
3558041,Red Rock,http://www.redrocktownship.com/,,no-list-found,,0,,
3547048,Renfrew,http://www.renfrewontario.com/,,no-list-found,,0,,
3507040,Rideau Lakes,http://www.twprideaulakes.on.ca/,,no-list-found,,0,,
3502048,Russell,http://www.russell.ca/,,no-list-found,,0,,
3549024,Ryerson,http://www.ryersontownship.ca/,https://www.ryersontownship.ca/town-hall/2026-municipal-election,found,B29017,1,3549024.html,
3552023,Sables-Spanish Rivers,http://www.sables-spanish.ca/,,no-list-found,,0,,
3538030,Sarnia,http://www.sarnia.ca/,https://www.sarnia.ca/city-government/elections/2026-election/list-of-certified-candidates/,found-from-seed,B66036,52,3538030.html,
3541045,Saugeen Shores,http://www.saugeenshores.ca/,https://www.saugeenshores.ca/town-hall/elections/,found,B66001|B67008,24,3541045.html,
3558051,Schreiber,http://www.schreiber.ca/,,no-list-found,,0,,
3549003,Seguin,https://www.seguin.ca/,https://www.seguin.ca/elections,found,,1,3549003.html,
3515015,Selwyn,http://www.selwyntownship.ca/en/index.asp,http://www.selwyntownship.ca/local-government/election/,found,B66079,12,3515015.html,
3543015,Severn,http://www.townshipofsevern.com/,,no-list-found,,0,,
3522021,Shelburne,https://www.shelburne.ca/en/index.aspx/,https://www.shelburne.ca/town-hall/2026-municipal-election/2026-election-candidates-list/,found,B66117,15,3522021.html,
3558028,Shuniah,http://www.shuniah.org/,https://www.shuniah.org/election-2026/,found,,0,3558028.html,
3560008,Sioux Narrows-Nestor Falls,http://www.siouxnarrows-nestorfalls.ca/,,no-list-found,,0,,
3509004,Smiths Falls,http://www.smithsfalls.ca/,https://www.smithsfalls.ca/council-administration/elections/#,found,B66192|B67172,20,3509004.html,
3556048,Smooth Rock Falls,https://smoothrockfalls.ca/,https://smoothrockfalls.ca/municipal/elections/,found,B28002|B29009,1,3556048.html,
3548001,South Algonquin,https://www.southalgonquin.ca/,https://www.southalgonquin.ca/2026-municipal-election/,found,B66214,1,3548001.html,
3541004,South Bruce,http://www.town.southbruce.on.ca/,,no-list-found,,0,,
3541055,South Bruce Peninsula,http://www.southbrucepeninsula.com/,,no-list-found,,0,,
3501020,South Dundas,http://www.southdundas.com/,https://www.southdundas.com/municipalelection/list,found,B66192|B67172,0,3501020.html,
3510020,South Frontenac,https://www.southfrontenac.net/,https://www.southfrontenac.net/our-government/elections/,found,B66206,18,3510020.html,
3501005,South Glengarry,http://southglengarry.com/,http://southglengarry.com/municipal-services/elections/who-is-running/,found,,14,3501005.html,
3540005,South Huron,http://www.southhuron.ca/,http://www.southhuron.ca/news/posts/certified-candidates-for-2026-election/,found,B66010,18,3540005.html,
3549056,South River,http://www.southriverontario.com/,,no-list-found,,0,,
3501011,South Stormont,http://southstormont.ca/,http://southstormont.ca/your-local-government/municipal-elections/whos-running/,found,B66192|B67172,11,3501011.html,
3532012,South-West Oxford,http://www.swox.org/,http://www.swox.org/township-services/elections/,found,B66044|B67032,14,3532012.html,
3542005,Southgate,https://www.southgate.ca/en/index.aspx,https://www.southgate.ca/local-government/municipal-elections/candidate-information/,found,B66001,17,3542005.html,
3539005,Southwest Middlesex,http://www.southwestmiddlesex.ca/,http://www.southwestmiddlesex.ca/elections,found,B66044,15,3539005.html,
3534024,Southwold,https://www.southwold.ca/,https://www.southwold.ca/municipal-office/elections,found,B66044|B67032,8,3534024.html,
3557039,Spanish,http://www.townofspanish.com/,https://www.townofspanish.com/mayor-and-council/municipal-elections/2022-municipal-elections/,found,,0,3557039.html,
3543009,Springwater,http://www.springwater.ca/,https://www.springwater.ca/township-hall/mayor-and-council/elections/#,found,B66109|B67091,2,3543009.html,
3526053,St. Catharines,http://www.stcatharines.ca/,https://www.stcatharines.ca/council-and-administration/elections/registered-candidates/,found-from-seed,B66150|B67156,49,3526053.html,
3538003,St. Clair,http://www.twp.stclair.on.ca/,,no-list-found,,0,,
3557008,St. Joseph,http://www.stjosephtownship.com/,,no-list-found,,0,,
3531016,St. Marys,http://www.townofstmarys.com/,,no-list-found,,0,,
3552004,St.-Charles,http://www.stcharlesontario.ca/,,no-list-found,,0,,
3512020,Stirling-Rawdon,http://www.stirling-rawdon.com/,http://www.stirling-rawdon.com/news/posts/candidates-confirmed-for-the-2026-municipal-election/,found,,1,3512020.html,
3511030,Stone Mills,http://www.stonemills.com/,https://www.stonemills.com/our-government/elections/,found,B66206,20,3511030.html,
3539015,Strathroy-Caradoc,http://www.strathroy-caradoc.ca/,https://www.strathroy-caradoc.ca/city-hall/municipal-election/,found,B66044|B67032,2,3539015.html,
3549046,Strong,http://www.strongtownship.com/,http://www.strongtownship.com/local-government/municipal-election/,found,B28037|B29017,9,3549046.html,
3549048,Sundridge,http://www.sundridge.ca/,http://www.sundridge.ca/elections,found,,12,3549048.html,
3557014,Tarbutt and Tarbutt Additional,https://tarbutt.ca/,https://tarbutt.ca/municipal-election-2026/,found,,6,3557014.html,
3543071,Tay,http://www.tay.ca/,http://www.tay.ca/municipal-government/elections/,found,,4,3543071.html,
3509015,Tay Valley,http://www.tayvalleytwp.ca/,http://www.tayvalleytwp.ca/municipal-government/elections/,found,B66192|B67172,13,3509015.html,
3537048,Tecumseh,http://www.tecumseh.ca/,https://www.tecumseh.ca/town-government/tecumseh-votes-2026/2026-election-candidates/,found,B66028,24,3537048.html,
3551001,Tehkummah,https://tehkummah.ca/,,no-list-found,,0,,
3554020,Temiskaming Shores,http://www.temiskamingshores.ca/,http://www.temiskamingshores.ca/city-hall/elections/,found,B28002|B29009,1,3554020.html,
3558054,Terrace Bay,http://www.terracebay.ca/,https://www.terracebay.ca/town-hall/town-council/2026-municipal-election/2026-municipal-election-nomination-information/,found,B29076,17,3558054.html,
3539027,Thames Centre,http://www.thamescentre.on.ca/,http://www.thamescentre.on.ca/council-and-administration/2026-municipal-election/list-of-candidates/,found,B66044|B67032,16,3539027.html,
3549005,The Archipelago,http://www.thearchipelago.on.ca/,http://www.thearchipelago.on.ca/municipal_elections,found,B28037,21,3549005.html,
3542045,The Blue Mountains,http://www.thebluemountains.ca/,http://www.thebluemountains.ca/town-hall/council-committees/elections,found,B66001|B67008,18,3542045.html,
3502025,The Nation / La Nation,http://www.nationmun.ca/,http://www.nationmun.ca/town-hall/council-committees/elections/information-candidates,found,B66192|B67172,4,3502025.html,
3557040,The North Shore,http://www.townshipofthenorthshore.ca/,,no-list-found,,0,,
3557028,Thessalon,http://www.thessalon.ca/,,no-list-found,,0,,
3554038,Thornloe,,,no-website,,0,,
3526037,Thorold,http://www.thorold.com/,http://www.thorold.com/council-administration/elections/candidates/,found,B66150|B67156,1,3526037.html,
3558004,Thunder Bay,http://www.thunderbay.ca/,https://www.thunderbay.ca/en/city-hall/2026-election-candidate-profiles.aspx,found-from-seed,B28061|B29068,70,3558004.html,
3532004,Tillsonburg,https://www.tillsonburg.ca/,https://www.tillsonburg.ca/town-hall/2026-municipal-election/notice-of-candidates-for-office/,found,B67032,3,3532004.html,
3556027,Timmins,http://www.timmins.ca/,,no-list-found,,0,,
3520005,Toronto,http://www.toronto.ca/,https://www.toronto.ca/city-government/elections/,found,,0,3520005.html,
3514045,Trent Hills,http://www.trenthills.ca/,http://www.trenthills.ca/council-administration/elections/,found,B66079,29,3514045.html,
3515044,Trent Lakes,http://www.trentlakes.ca/,https://www.trentlakes.ca/government/election/official-list-of-candidates/,found,,15,3515044.html,
3512048,Tudor and Cashel,http://www.tudorandcashel.com/,,no-list-found,,0,,
3512030,Tweed,http://www.tweed.ca/,http://www.tweed.ca/municipalelectionc111,found,,0,3512030.html,
3556070,Val Rita-Harty,http://valharty.ca/en/,https://valharty.ca/municipality/2026elections/,found,B28002|B29009,1,3556070.html,
3526014,Wainfleet,http://www.wainfleet.ca/,http://www.wainfleet.ca/elections,found,B66150|B67156,2,3526014.html,
3538043,Warwick,http://www.warwicktownship.ca/,https://www.warwicktownship.ca/our-government/elections,found,B66036,1,3538043.html,
3543064,Wasaga Beach,http://www.wasagabeach.com/,http://www.wasagabeach.com/get-involved/elections/,found,B66109|B67091,20,3543064.html,
3557076,Wawa,http://www.wawa.cc/,http://www.wawa.cc/your-government/municipal-election-2026/,found,B28010,1,3557076.html,
3526032,Welland,http://www.welland.ca/,https://www.welland.ca/city-hall/municipal-elections/,found,B66150|B67156,1,3526032.html,
3530027,Wellesley,https://www.wellesley.ca/en/index.aspx,https://www.wellesley.ca/council-and-administration/election/,found,B66176|B67148,8,3530027.html,
3523050,Wellington North,http://www.wellington-north.com/,http://www.wellington-north.com/municipal-elections,found,B66117|B67130,23,3523050.html,
3534042,West Elgin,http://www.westelgin.net/,https://www.westelgin.net/municipal-office/elections,found,,12,3534042.html,
3542004,West Grey,http://www.westgrey.com/,http://www.westgrey.com/news/posts/2026-municipal-and-school-board-election-list-of-certified-candidates/,found,B66001,1,3542004.html,
3526021,West Lincoln,http://www.westlincoln.ca/,https://www.westlincoln.ca/township-office/elections/2026-municipal-and-school-board-election/#,found,B66150|B67156,19,3526021.html,
3548055,West Nipissing / Nipissing Ouest,http://www.westnipissing.ca/,https://www.westnipissing.ca/2026-registered-candidates/,found,B28037,40,3548055.html,
3531025,West Perth,https://www.westperth.com/en/index.aspx,https://www.westperth.com/government-administration/municipal-elections/#,found,B66010,1,3531025.html,
3507033,Westport,https://villageofwestport.ca/,,no-list-found,,0,,
3557091,White River,http://www.whiteriver.ca/,,no-list-found,,0,,
3549039,Whitestone,http://www.whitestone.ca/,https://www.whitestone.ca/p/elections,found,B28037,13,3549039.html,
3547056,Whitewater Region,http://www.whitewaterregion.ca/,,no-list-found,,0,,
3530020,Wilmot,http://www.wilmot.ca/,https://www.wilmot.ca/township-office/elections/,found,B66176|B67148,29,3530020.html,
3512054,Wollaston,https://wollaston.ca/,https://wollaston.ca/township-hall/2026-elections/,found,,0,3512054.html,
3530035,Woolwich,http://www.woolwich.ca/,https://www.woolwich.ca/learn-about/election/list-of-candidates-financial-statements/,found,B66176|B67148,17,3530035.html,
3532027,Zorra,http://www.zorra.on.ca/,http://www.zorra.on.ca/our-township/municipal-election/,found,,0,3532027.html,
